systemOperation;ID;invariantType;invariantCategory;systemOperation-InvariantType;systemOperation-InvariantCategory;classification;GPT_verdict;result;confidence;promptTokens;completionTokens;totalTokens;maxNumberOfOperations;GPT_Model
Spotify_getAlbumTracks;25;daikon.inv.binary.twoScalar.IntLessThan;Arithmetic comparisons;Spotify_getAlbumTracks-daikon.inv.binary.twoScalar.IntLessThan;Spotify_getAlbumTracks-Arithmetic comparisons;FP;TP;FP;0.95;794;459;1253;10000;GPT-4o-mini
Spotify_getAlbumTracks;26;daikon.inv.binary.twoScalar.IntLessThan;Arithmetic comparisons;Spotify_getAlbumTracks-daikon.inv.binary.twoScalar.IntLessThan;Spotify_getAlbumTracks-Arithmetic comparisons;FP;FP;TN;0.9;737;508;1245;100;GPT-4o-mini
Spotify_getAlbumTracks;27;daikon.inv.binary.twoScalar.IntGreaterThan;Arithmetic comparisons;Spotify_getAlbumTracks-daikon.inv.binary.twoScalar.IntGreaterThan;Spotify_getAlbumTracks-Arithmetic comparisons;FP;FP;TN;0.85;795;496;1291;10000;GPT-4o-mini
Spotify_getAlbumTracks;28;daikon.inv.binary.twoScalar.IntGreaterThan;Arithmetic comparisons;Spotify_getAlbumTracks-daikon.inv.binary.twoScalar.IntGreaterThan;Spotify_getAlbumTracks-Arithmetic comparisons;FP;FP;TN;0.9;806;441;1247;10000;GPT-4o-mini
Spotify_getAlbumTracks;29;daikon.inv.binary.twoScalar.IntGreaterThan;Arithmetic comparisons;Spotify_getAlbumTracks-daikon.inv.binary.twoScalar.IntGreaterThan;Spotify_getAlbumTracks-Arithmetic comparisons;FP;TP;FP;0.95;825;485;1310;10000;GPT-4o-mini
Spotify_getAlbumTracks;30;daikon.inv.binary.twoScalar.IntLessThan;Arithmetic comparisons;Spotify_getAlbumTracks-daikon.inv.binary.twoScalar.IntLessThan;Spotify_getAlbumTracks-Arithmetic comparisons;FP;FP;TN;0.85;743;545;1288;100;GPT-4o-mini
Spotify_getAlbumTracks;31;daikon.inv.binary.twoScalar.IntLessThan;Arithmetic comparisons;Spotify_getAlbumTracks-daikon.inv.binary.twoScalar.IntLessThan;Spotify_getAlbumTracks-Arithmetic comparisons;FP;FP;TN;0.85;839;452;1291;100;GPT-4o-mini
Spotify_getAlbumTracks;32;daikon.inv.binary.twoScalar.IntEqual;Arithmetic comparisons;Spotify_getAlbumTracks-daikon.inv.binary.twoScalar.IntEqual;Spotify_getAlbumTracks-Arithmetic comparisons;TP;TP;TP;0.95;745;339;1084;10000;GPT-4o-mini
Spotify_getAlbumTracks;33;daikon.inv.binary.twoScalar.IntEqual;Arithmetic comparisons;Spotify_getAlbumTracks-daikon.inv.binary.twoScalar.IntEqual;Spotify_getAlbumTracks-Arithmetic comparisons;TP;TP;TP;0.95;731;400;1131;10000;GPT-4o-mini
Spotify_getAlbumTracks;34;daikon.inv.unary.scalar.NonZero;Arithmetic comparisons;Spotify_getAlbumTracks-daikon.inv.unary.scalar.NonZero;Spotify_getAlbumTracks-Arithmetic comparisons;TP;TP;TP;0.95;991;293;1284;10000;GPT-4o-mini
Spotify_getAlbumTracks;35;daikon.inv.unary.sequence.EltNonZero;Array properties;Spotify_getAlbumTracks-daikon.inv.unary.sequence.EltNonZero;Spotify_getAlbumTracks-Array properties;TP;TP;TP;0.95;1001;389;1390;10000;GPT-4o-mini
Spotify_getAlbumTracks;36;daikon.inv.unary.scalar.LowerBound;Specific values;Spotify_getAlbumTracks-daikon.inv.unary.scalar.LowerBound;Spotify_getAlbumTracks-Specific values;TP;TP;TP;0.95;681;303;984;10000;GPT-4o-mini
Spotify_getAlbumTracks;37;daikon.inv.unary.scalar.LowerBound;Specific values;Spotify_getAlbumTracks-daikon.inv.unary.scalar.LowerBound;Spotify_getAlbumTracks-Specific values;TP;FP;FN;0.9;674;404;1078;10000;GPT-4o-mini
Spotify_getAlbumTracks;38;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;Spotify_getAlbumTracks-daikon.inv.binary.twoScalar.IntNonEqual;Spotify_getAlbumTracks-Arithmetic comparisons;FP;FP;TN;0.7;742;460;1202;100;GPT-4o-mini
Spotify_getAlbumTracks;39;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;Spotify_getAlbumTracks-daikon.inv.binary.twoScalar.IntNonEqual;Spotify_getAlbumTracks-Arithmetic comparisons;FP;FP;TN;0.9;735;486;1221;50;GPT-4o-mini
Spotify_getAlbumTracks;40;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Spotify_getAlbumTracks-daikon.inv.binary.twoScalar.IntGreaterEqual;Spotify_getAlbumTracks-Arithmetic comparisons;TP;TP;TP;0.95;1048;288;1336;10000;GPT-4o-mini
Spotify_getAlbumTracks;41;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;Spotify_getAlbumTracks-daikon.inv.binary.twoScalar.IntNonEqual;Spotify_getAlbumTracks-Arithmetic comparisons;FP;FP;TN;0.85;723;476;1199;100;GPT-4o-mini
Spotify_getAlbumTracks;42;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;Spotify_getAlbumTracks-daikon.inv.binary.twoScalar.IntNonEqual;Spotify_getAlbumTracks-Arithmetic comparisons;FP;FP;TN;0.85;1035;504;1539;50;GPT-4o-mini
Spotify_getAlbumTracks;43;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Spotify_getAlbumTracks-daikon.inv.binary.twoScalar.IntGreaterEqual;Spotify_getAlbumTracks-Arithmetic comparisons;TP;TP;TP;0.95;1040;366;1406;10000;GPT-4o-mini
Spotify_getAlbumTracks;44;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;Spotify_getAlbumTracks-daikon.inv.binary.twoScalar.IntNonEqual;Spotify_getAlbumTracks-Arithmetic comparisons;FP;FP;TN;0.85;725;446;1171;100;GPT-4o-mini
Spotify_getAlbumTracks;45;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Spotify_getAlbumTracks-daikon.inv.binary.twoScalar.IntGreaterEqual;Spotify_getAlbumTracks-Arithmetic comparisons;TP;TP;TP;0.95;1031;367;1398;10000;GPT-4o-mini
Spotify_getAlbumTracks;46;daikon.inv.unary.string.FixedLengthString;Specific formats;Spotify_getAlbumTracks-daikon.inv.unary.string.FixedLengthString;Spotify_getAlbumTracks-Specific formats;TP;FP;FN;0.95;834;520;1354;10000;GPT-4o-mini
Spotify_getAlbumTracks;47;daikon.inv.unary.string.IsUrl;Specific formats;Spotify_getAlbumTracks-daikon.inv.unary.string.IsUrl;Spotify_getAlbumTracks-Specific formats;TP;TP;TP;0.95;829;372;1201;10000;GPT-4o-mini
Spotify_getAlbumTracks;48;daikon.inv.unary.string.FixedLengthString;Specific formats;Spotify_getAlbumTracks-daikon.inv.unary.string.FixedLengthString;Spotify_getAlbumTracks-Specific formats;TP;TP;TP;0.95;841;389;1230;10000;GPT-4o-mini
Spotify_getAlbumTracks;49;daikon.inv.unary.string.FixedLengthString;Specific formats;Spotify_getAlbumTracks-daikon.inv.unary.string.FixedLengthString;Spotify_getAlbumTracks-Specific formats;TP;FP;FN;0.7;730;386;1116;10000;GPT-4o-mini
Spotify_getAlbumTracks;50;daikon.inv.unary.string.FixedLengthString;Specific formats;Spotify_getAlbumTracks-daikon.inv.unary.string.FixedLengthString;Spotify_getAlbumTracks-Specific formats;TP;TP;TP;0.95;858;359;1217;10000;GPT-4o-mini
Spotify_getAlbumTracks;51;daikon.inv.binary.twoString.StdString$SubString;String comparisons;Spotify_getAlbumTracks-daikon.inv.binary.twoString.StdString$SubString;Spotify_getAlbumTracks-String comparisons;TP;TP;TP;0.95;1024;454;1478;10000;GPT-4o-mini
Spotify_getAlbumTracks;52;daikon.inv.binary.twoString.StdString$SubString;String comparisons;Spotify_getAlbumTracks-daikon.inv.binary.twoString.StdString$SubString;Spotify_getAlbumTracks-String comparisons;TP;FP;FN;0.9;952;424;1376;10000;GPT-4o-mini
Spotify_getAlbumTracks;53;daikon.inv.binary.twoString.StdString$SubString;String comparisons;Spotify_getAlbumTracks-daikon.inv.binary.twoString.StdString$SubString;Spotify_getAlbumTracks-String comparisons;TP;TP;TP;0.95;993;401;1394;10000;GPT-4o-mini
Spotify_getAlbumTracks;54;daikon.inv.binary.twoString.StdString$SubString;String comparisons;Spotify_getAlbumTracks-daikon.inv.binary.twoString.StdString$SubString;Spotify_getAlbumTracks-String comparisons;TP;TP;TP;0.95;920;529;1449;10000;GPT-4o-mini
Spotify_getAlbumTracks;55;daikon.inv.unary.stringsequence.SequenceFixedLengthString;Specific formats;Spotify_getAlbumTracks-daikon.inv.unary.stringsequence.SequenceFixedLengthString;Spotify_getAlbumTracks-Specific formats;TP;TP;TP;0.95;738;316;1054;10000;GPT-4o-mini
Spotify_getAlbumTracks;56;daikon.inv.unary.string.FixedLengthString;Specific formats;Spotify_getAlbumTracks-daikon.inv.unary.string.FixedLengthString;Spotify_getAlbumTracks-Specific formats;TP;FP;FN;0.95;824;545;1369;10000;GPT-4o-mini
Spotify_getAlbumTracks;57;daikon.inv.unary.string.IsUrl;Specific formats;Spotify_getAlbumTracks-daikon.inv.unary.string.IsUrl;Spotify_getAlbumTracks-Specific formats;TP;TP;TP;0.95;819;372;1191;10000;GPT-4o-mini
Spotify_getAlbumTracks;58;daikon.inv.unary.string.FixedLengthString;Specific formats;Spotify_getAlbumTracks-daikon.inv.unary.string.FixedLengthString;Spotify_getAlbumTracks-Specific formats;TP;TP;TP;0.95;789;341;1130;10000;GPT-4o-mini
Spotify_getAlbumTracks;59;daikon.inv.unary.string.FixedLengthString;Specific formats;Spotify_getAlbumTracks-daikon.inv.unary.string.FixedLengthString;Spotify_getAlbumTracks-Specific formats;TP;FP;FN;0.95;845;365;1210;10000;GPT-4o-mini
Spotify_getAlbumTracks;60;daikon.inv.unary.string.IsUrl;Specific formats;Spotify_getAlbumTracks-daikon.inv.unary.string.IsUrl;Spotify_getAlbumTracks-Specific formats;TP;TP;TP;0.95;840;323;1163;10000;GPT-4o-mini
Spotify_getAlbumTracks;61;daikon.inv.unary.string.FixedLengthString;Specific formats;Spotify_getAlbumTracks-daikon.inv.unary.string.FixedLengthString;Spotify_getAlbumTracks-Specific formats;TP;FP;FN;0.85;851;360;1211;10000;GPT-4o-mini
Spotify_getAlbumTracks;62;daikon.inv.unary.string.FixedLengthString;Specific formats;Spotify_getAlbumTracks-daikon.inv.unary.string.FixedLengthString;Spotify_getAlbumTracks-Specific formats;TP;FP;FN;0.85;748;406;1154;10000;GPT-4o-mini
Spotify_getAlbumTracks;63;daikon.inv.unary.string.FixedLengthString;Specific formats;Spotify_getAlbumTracks-daikon.inv.unary.string.FixedLengthString;Spotify_getAlbumTracks-Specific formats;TP;TP;TP;0.95;871;424;1295;10000;GPT-4o-mini
Spotify_getAlbumTracks;64;daikon.inv.unary.string.FixedLengthString;Specific formats;Spotify_getAlbumTracks-daikon.inv.unary.string.FixedLengthString;Spotify_getAlbumTracks-Specific formats;TP;FP;FN;0.85;994;432;1426;10000;GPT-4o-mini
Spotify_getAlbumTracks;65;daikon.inv.unary.string.IsUrl;Specific formats;Spotify_getAlbumTracks-daikon.inv.unary.string.IsUrl;Spotify_getAlbumTracks-Specific formats;TP;TP;TP;0.95;989;311;1300;10000;GPT-4o-mini
Spotify_getAlbumTracks;66;daikon.inv.unary.string.FixedLengthString;Specific formats;Spotify_getAlbumTracks-daikon.inv.unary.string.FixedLengthString;Spotify_getAlbumTracks-Specific formats;FP;FP;TN;0.9;694;355;1049;100;GPT-4o-mini
Spotify_getAlbumTracks;67;daikon.inv.unary.string.FixedLengthString;Specific formats;Spotify_getAlbumTracks-daikon.inv.unary.string.FixedLengthString;Spotify_getAlbumTracks-Specific formats;TP;FP;FN;0.85;690;369;1059;10000;GPT-4o-mini
Spotify_getAlbumTracks;68;daikon.inv.unary.string.FixedLengthString;Specific formats;Spotify_getAlbumTracks-daikon.inv.unary.string.FixedLengthString;Spotify_getAlbumTracks-Specific formats;TP;FP;FN;0.95;813;356;1169;10000;GPT-4o-mini
Spotify_getAlbumTracks;69;daikon.inv.binary.twoString.StdString$SubString;String comparisons;Spotify_getAlbumTracks-daikon.inv.binary.twoString.StdString$SubString;Spotify_getAlbumTracks-String comparisons;TP;TP;TP;0.95;970;328;1298;10000;GPT-4o-mini
Spotify_getAlbumTracks;70;daikon.inv.binary.twoString.StdString$SubString;String comparisons;Spotify_getAlbumTracks-daikon.inv.binary.twoString.StdString$SubString;Spotify_getAlbumTracks-String comparisons;TP;FP;FN;0.95;966;463;1429;10000;GPT-4o-mini
Spotify_getAlbumTracks;71;daikon.inv.binary.twoString.StdString$SubString;String comparisons;Spotify_getAlbumTracks-daikon.inv.binary.twoString.StdString$SubString;Spotify_getAlbumTracks-String comparisons;TP;FP;FN;0.9;894;580;1474;10000;GPT-4o-mini
Spotify_getAlbumTracks;72;daikon.inv.binary.twoString.StdString$SubString;String comparisons;Spotify_getAlbumTracks-daikon.inv.binary.twoString.StdString$SubString;Spotify_getAlbumTracks-String comparisons;TP;TP;TP;0.95;929;348;1277;10000;GPT-4o-mini
Spotify_getAlbumTracks;73;daikon.inv.binary.twoString.StdString$SubString;String comparisons;Spotify_getAlbumTracks-daikon.inv.binary.twoString.StdString$SubString;Spotify_getAlbumTracks-String comparisons;TP;TP;TP;0.95;1052;401;1453;10000;GPT-4o-mini
Spotify_getAlbumTracks;74;daikon.inv.binary.twoString.StdString$SubString;String comparisons;Spotify_getAlbumTracks-daikon.inv.binary.twoString.StdString$SubString;Spotify_getAlbumTracks-String comparisons;TP;FP;FN;0.95;979;489;1468;10000;GPT-4o-mini
Spotify_getAlbumTracks;75;daikon.inv.binary.twoString.StdString$SubString;String comparisons;Spotify_getAlbumTracks-daikon.inv.binary.twoString.StdString$SubString;Spotify_getAlbumTracks-String comparisons;TP;FP;FN;0.9;909;499;1408;10000;GPT-4o-mini
Spotify_getAlbumTracks;76;daikon.inv.binary.twoString.StdString$SubString;String comparisons;Spotify_getAlbumTracks-daikon.inv.binary.twoString.StdString$SubString;Spotify_getAlbumTracks-String comparisons;TP;TP;TP;0.95;1019;345;1364;10000;GPT-4o-mini
Spotify_getAlbumTracks;77;daikon.inv.binary.twoString.StdString$SubString;String comparisons;Spotify_getAlbumTracks-daikon.inv.binary.twoString.StdString$SubString;Spotify_getAlbumTracks-String comparisons;TP;FP;FN;0.95;955;412;1367;10000;GPT-4o-mini
Spotify_getAlbumTracks;78;daikon.inv.binary.twoString.StdString$SubString;String comparisons;Spotify_getAlbumTracks-daikon.inv.binary.twoString.StdString$SubString;Spotify_getAlbumTracks-String comparisons;TP;FP;FN;0.95;925;435;1360;10000;GPT-4o-mini
Spotify_getAlbumTracks;79;daikon.inv.binary.twoString.StdString$SubString;String comparisons;Spotify_getAlbumTracks-daikon.inv.binary.twoString.StdString$SubString;Spotify_getAlbumTracks-String comparisons;TP;TP;TP;0.95;927;385;1312;10000;GPT-4o-mini
Spotify_getAlbumTracks;80;daikon.inv.binary.twoString.StdString$SubString;String comparisons;Spotify_getAlbumTracks-daikon.inv.binary.twoString.StdString$SubString;Spotify_getAlbumTracks-String comparisons;TP;TP;TP;0.95;857;415;1272;10000;GPT-4o-mini
Spotify_getAlbumTracks;81;daikon.inv.unary.string.IsUrl;Specific formats;Spotify_getAlbumTracks-daikon.inv.unary.string.IsUrl;Spotify_getAlbumTracks-Specific formats;TP;TP;TP;0.95;870;367;1237;10000;GPT-4o-mini
Spotify_getAlbumTracks;82;daikon.inv.unary.string.IsUrl;Specific formats;Spotify_getAlbumTracks-daikon.inv.unary.string.IsUrl;Spotify_getAlbumTracks-Specific formats;TP;FP;FN;0.9;852;338;1190;10000;GPT-4o-mini
Spotify_getAlbumTracks;83;daikon.inv.unary.string.IsUrl;Specific formats;Spotify_getAlbumTracks-daikon.inv.unary.string.IsUrl;Spotify_getAlbumTracks-Specific formats;TP;FP;FN;0.95;862;325;1187;10000;GPT-4o-mini
Spotify_getAlbumTracks;84;daikon.inv.binary.twoString.StdString$SubString;String comparisons;Spotify_getAlbumTracks-daikon.inv.binary.twoString.StdString$SubString;Spotify_getAlbumTracks-String comparisons;TP;TP;TP;0.95;987;422;1409;10000;GPT-4o-mini
Spotify_getAlbumTracks;85;daikon.inv.binary.twoString.StdString$SubString;String comparisons;Spotify_getAlbumTracks-daikon.inv.binary.twoString.StdString$SubString;Spotify_getAlbumTracks-String comparisons;TP;TP;TP;0.95;991;369;1360;10000;GPT-4o-mini
Spotify_getAlbumTracks;86;daikon.inv.binary.twoString.StdString$SubString;String comparisons;Spotify_getAlbumTracks-daikon.inv.binary.twoString.StdString$SubString;Spotify_getAlbumTracks-String comparisons;TP;TP;TP;0.95;988;357;1345;10000;GPT-4o-mini
Spotify_getAlbumTracks;87;daikon.inv.binary.twoString.StdString$SubString;String comparisons;Spotify_getAlbumTracks-daikon.inv.binary.twoString.StdString$SubString;Spotify_getAlbumTracks-String comparisons;TP;TP;TP;0.95;929;401;1330;10000;GPT-4o-mini
Spotify_getAlbumTracks;88;daikon.inv.binary.twoString.StdString$SubString;String comparisons;Spotify_getAlbumTracks-daikon.inv.binary.twoString.StdString$SubString;Spotify_getAlbumTracks-String comparisons;TP;TP;TP;0.95;928;356;1284;10000;GPT-4o-mini
Spotify_getAlbumTracks;89;daikon.inv.binary.twoString.StdString$SubString;String comparisons;Spotify_getAlbumTracks-daikon.inv.binary.twoString.StdString$SubString;Spotify_getAlbumTracks-String comparisons;TP;TP;TP;0.95;927;422;1349;10000;GPT-4o-mini
Spotify_getAlbumTracks;90;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;Spotify_getAlbumTracks-daikon.inv.binary.twoScalar.IntNonEqual;Spotify_getAlbumTracks-Arithmetic comparisons;FP;FP;TN;0.9;821;540;1361;100;GPT-4o-mini
Spotify_getAlbumTracks;91;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Spotify_getAlbumTracks-daikon.inv.binary.twoScalar.IntGreaterEqual;Spotify_getAlbumTracks-Arithmetic comparisons;FP;FP;TN;0.85;823;505;1328;100;GPT-4o-mini
Spotify_getAlbumTracks;92;daikon.inv.unary.string.OneOfString;Specific values;Spotify_getAlbumTracks-daikon.inv.unary.string.OneOfString;Spotify_getAlbumTracks-Specific values;FP;TP;FP;0.95;739;339;1078;10000;GPT-4o-mini
Spotify_getAlbumTracks;93;daikon.inv.unary.scalar.NonZero;Arithmetic comparisons;Spotify_getAlbumTracks-daikon.inv.unary.scalar.NonZero;Spotify_getAlbumTracks-Arithmetic comparisons;FP;FP;TN;0.85;730;388;1118;10000;GPT-4o-mini
Spotify_getAlbumTracks;94;daikon.inv.binary.twoScalar.IntGreaterEqual;Arithmetic comparisons;Spotify_getAlbumTracks-daikon.inv.binary.twoScalar.IntGreaterEqual;Spotify_getAlbumTracks-Arithmetic comparisons;FP;FP;TN;0.95;796;545;1341;1000;GPT-4o-mini
Spotify_getAlbumTracks;95;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;Spotify_getAlbumTracks-daikon.inv.binary.twoScalar.IntNonEqual;Spotify_getAlbumTracks-Arithmetic comparisons;FP;FP;TN;0.9;827;490;1317;10000;GPT-4o-mini
Spotify_getAlbumTracks;96;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;Spotify_getAlbumTracks-daikon.inv.binary.twoScalar.IntNonEqual;Spotify_getAlbumTracks-Arithmetic comparisons;FP;FP;TN;0.85;829;542;1371;10000;GPT-4o-mini
Spotify_getAlbumTracks;97;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;Spotify_getAlbumTracks-daikon.inv.binary.twoScalar.IntNonEqual;Spotify_getAlbumTracks-Arithmetic comparisons;FP;FP;TN;0.85;815;482;1297;10000;GPT-4o-mini
Spotify_getAlbumTracks;98;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;Spotify_getAlbumTracks-daikon.inv.binary.twoScalar.IntNonEqual;Spotify_getAlbumTracks-Arithmetic comparisons;FP;FP;TN;0.85;755;494;1249;1000;GPT-4o-mini
Spotify_getAlbumTracks;99;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;Spotify_getAlbumTracks-daikon.inv.binary.twoScalar.IntNonEqual;Spotify_getAlbumTracks-Arithmetic comparisons;FP;FP;TN;0.85;763;474;1237;10000;GPT-4o-mini
Spotify_getAlbumTracks;100;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;Spotify_getAlbumTracks-daikon.inv.binary.twoScalar.IntNonEqual;Spotify_getAlbumTracks-Arithmetic comparisons;FP;TP;FP;0.95;838;393;1231;10000;GPT-4o-mini
Spotify_getAlbumTracks;101;daikon.inv.binary.twoScalar.IntNonEqual;Arithmetic comparisons;Spotify_getAlbumTracks-daikon.inv.binary.twoScalar.IntNonEqual;Spotify_getAlbumTracks-Arithmetic comparisons;FP;FP;TN;0.85;842;428;1270;10000;GPT-4o-mini
Spotify_getAlbumTracks;102;daikon.inv.unary.scalar.LowerBound;Specific values;Spotify_getAlbumTracks-daikon.inv.unary.scalar.LowerBound;Spotify_getAlbumTracks-Specific values;TP;TP;TP;0.95;683;311;994;10000;GPT-4o-mini
GitHub_createOrganizationRepository;0;daikon.inv.binary.twoString.StringEqual;String comparisons;GitHub_createOrganizationRepository-daikon.inv.binary.twoString.StringEqual;GitHub_createOrganizationRepository-String comparisons;TP;TP;TP;0.85;998;402;1400;10000;GPT-4o-mini
GitHub_createOrganizationRepository;1;daikon.inv.binary.twoString.StringEqual;String comparisons;GitHub_createOrganizationRepository-daikon.inv.binary.twoString.StringEqual;GitHub_createOrganizationRepository-String comparisons;TP;TP;TP;0.9;1000;428;1428;10000;GPT-4o-mini
GitHub_createOrganizationRepository;2;daikon.inv.binary.twoString.StringEqual;String comparisons;GitHub_createOrganizationRepository-daikon.inv.binary.twoString.StringEqual;GitHub_createOrganizationRepository-String comparisons;TP;TP;TP;0.95;1002;369;1371;10000;GPT-4o-mini
GitHub_createOrganizationRepository;3;daikon.inv.binary.twoString.StringEqual;String comparisons;GitHub_createOrganizationRepository-daikon.inv.binary.twoString.StringEqual;GitHub_createOrganizationRepository-String comparisons;TP;TP;TP;0.95;1100;399;1499;10000;GPT-4o-mini
GitHub_createOrganizationRepository;4;daikon.inv.binary.twoString.StringEqual;String comparisons;GitHub_createOrganizationRepository-daikon.inv.binary.twoString.StringEqual;GitHub_createOrganizationRepository-String comparisons;TP;TP;TP;0.95;1053;382;1435;10000;GPT-4o-mini
GitHub_createOrganizationRepository;5;daikon.inv.binary.twoScalar.IntEqual;Arithmetic comparisons;GitHub_createOrganizationRepository-daikon.inv.binary.twoScalar.IntEqual;GitHub_createOrganizationRepository-Arithmetic comparisons;TP;TP;TP;0.95;927;350;1277;10000;GPT-4o-mini
GitHub_createOrganizationRepository;6;daikon.inv.binary.twoScalar.IntEqual;Arithmetic comparisons;GitHub_createOrganizationRepository-daikon.inv.binary.twoScalar.IntEqual;GitHub_createOrganizationRepository-Arithmetic comparisons;TP;FP;FN;0.9;955;397;1352;10000;GPT-4o-mini
GitHub_createOrganizationRepository;7;daikon.inv.binary.twoScalar.IntEqual;Arithmetic comparisons;GitHub_createOrganizationRepository-daikon.inv.binary.twoScalar.IntEqual;GitHub_createOrganizationRepository-Arithmetic comparisons;TP;TP;TP;0.95;929;360;1289;10000;GPT-4o-mini
GitHub_createOrganizationRepository;8;daikon.inv.binary.twoScalar.IntEqual;Arithmetic comparisons;GitHub_createOrganizationRepository-daikon.inv.binary.twoScalar.IntEqual;GitHub_createOrganizationRepository-Arithmetic comparisons;TP;TP;TP;0.95;933;344;1277;10000;GPT-4o-mini
GitHub_createOrganizationRepository;9;daikon.inv.binary.twoString.StringEqual;String comparisons;GitHub_createOrganizationRepository-daikon.inv.binary.twoString.StringEqual;GitHub_createOrganizationRepository-String comparisons;TP;TP;TP;0.85;1066;390;1456;100;GPT-4o-mini
GitHub_createOrganizationRepository;10;daikon.inv.binary.twoScalar.IntEqual;Arithmetic comparisons;GitHub_createOrganizationRepository-daikon.inv.binary.twoScalar.IntEqual;GitHub_createOrganizationRepository-Arithmetic comparisons;TP;TP;TP;0.95;951;346;1297;10000;GPT-4o-mini
GitHub_createOrganizationRepository;11;daikon.inv.binary.twoScalar.IntEqual;Arithmetic comparisons;GitHub_createOrganizationRepository-daikon.inv.binary.twoScalar.IntEqual;GitHub_createOrganizationRepository-Arithmetic comparisons;TP;TP;TP;0.95;940;414;1354;10000;GPT-4o-mini
GitHub_createOrganizationRepository;12;daikon.inv.binary.twoScalar.IntEqual;Arithmetic comparisons;GitHub_createOrganizationRepository-daikon.inv.binary.twoScalar.IntEqual;GitHub_createOrganizationRepository-Arithmetic comparisons;TP;TP;TP;0.95;946;388;1334;10000;GPT-4o-mini
GitHub_createOrganizationRepository;13;daikon.inv.binary.twoScalar.IntEqual;Arithmetic comparisons;GitHub_createOrganizationRepository-daikon.inv.binary.twoScalar.IntEqual;GitHub_createOrganizationRepository-Arithmetic comparisons;TP;TP;TP;0.95;948;338;1286;10000;GPT-4o-mini
GitHub_createOrganizationRepository;14;daikon.inv.binary.twoString.StringEqual;String comparisons;GitHub_createOrganizationRepository-daikon.inv.binary.twoString.StringEqual;GitHub_createOrganizationRepository-String comparisons;TP;TP;TP;0.95;927;380;1307;10000;GPT-4o-mini
GitHub_createOrganizationRepository;15;daikon.inv.binary.twoString.StringEqual;String comparisons;GitHub_createOrganizationRepository-daikon.inv.binary.twoString.StringEqual;GitHub_createOrganizationRepository-String comparisons;TP;TP;TP;0.95;945;351;1296;10000;GPT-4o-mini
GitHub_createOrganizationRepository;16;daikon.inv.binary.twoString.StringEqual;String comparisons;GitHub_createOrganizationRepository-daikon.inv.binary.twoString.StringEqual;GitHub_createOrganizationRepository-String comparisons;TP;TP;TP;0.95;903;351;1254;10000;GPT-4o-mini
GitHub_createOrganizationRepository;17;daikon.inv.binary.twoString.StringEqual;String comparisons;GitHub_createOrganizationRepository-daikon.inv.binary.twoString.StringEqual;GitHub_createOrganizationRepository-String comparisons;TP;TP;TP;0.95;917;323;1240;10000;GPT-4o-mini
GitHub_createOrganizationRepository;18;daikon.inv.binary.twoScalar.IntEqual;Arithmetic comparisons;GitHub_createOrganizationRepository-daikon.inv.binary.twoScalar.IntEqual;GitHub_createOrganizationRepository-Arithmetic comparisons;TP;TP;TP;0.95;883;447;1330;10000;GPT-4o-mini
GitHub_createOrganizationRepository;19;daikon.inv.binary.twoScalar.IntEqual;Arithmetic comparisons;GitHub_createOrganizationRepository-daikon.inv.binary.twoScalar.IntEqual;GitHub_createOrganizationRepository-Arithmetic comparisons;TP;FP;FN;0.85;887;472;1359;10000;GPT-4o-mini
GitHub_createOrganizationRepository;20;daikon.inv.binary.twoScalar.IntEqual;Arithmetic comparisons;GitHub_createOrganizationRepository-daikon.inv.binary.twoScalar.IntEqual;GitHub_createOrganizationRepository-Arithmetic comparisons;TP;FP;FN;0.9;883;434;1317;10000;GPT-4o-mini
GitHub_createOrganizationRepository;21;daikon.inv.binary.twoScalar.IntEqual;Arithmetic comparisons;GitHub_createOrganizationRepository-daikon.inv.binary.twoScalar.IntEqual;GitHub_createOrganizationRepository-Arithmetic comparisons;TP;FP;FN;0.9;878;357;1235;10000;GPT-4o-mini
GitHub_createOrganizationRepository;22;daikon.inv.binary.twoScalar.IntEqual;Arithmetic comparisons;GitHub_createOrganizationRepository-daikon.inv.binary.twoScalar.IntEqual;GitHub_createOrganizationRepository-Arithmetic comparisons;TP;FP;FN;0.85;887;510;1397;10000;GPT-4o-mini
