systemOperation;ID;invariantType;classification;GPT_verdict;result;confidence;promptTokens;completionTokens;totalTokens;maxNumberOfOperations;GPT_Model
YouTube_listVideos;168;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;TN;0.8;982;464;1446;10000;GPT-4o
YouTube_listVideos;169;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;TN;0.8;973;500;1473;10000;GPT-4o
YouTube_listVideos;170;daikon.inv.binary.twoScalar.IntGreaterThan;TP;FP;FN;0.8;1045;536;1581;10000;GPT-4o
YouTube_listVideos;171;daikon.inv.binary.twoScalar.IntGreaterThan;FP;TP;FP;0.95;993;493;1486;10000;GPT-4o
YouTube_listVideos;172;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;TN;0.8;998;535;1533;10000;GPT-4o
YouTube_listVideos;173;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;TN;0.8;990;427;1417;50;GPT-4o
YouTube_listVideos;174;daikon.inv.binary.twoScalar.IntGreaterThan;TP;FP;FN;0.7;1052;534;1586;10000;GPT-4o
YouTube_listVideos;175;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;TN;0.9;1026;492;1518;10000;GPT-4o
YouTube_listVideos;176;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;TN;0.8;973;486;1459;10000;GPT-4o
YouTube_listVideos;177;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;TN;0.8;1005;487;1492;10000;GPT-4o
YouTube_listVideos;178;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;TN;0.8;996;436;1432;10000;GPT-4o
YouTube_listVideos;179;daikon.inv.binary.twoScalar.IntGreaterThan;TP;FP;FN;0.8;1024;421;1445;10000;GPT-4o
YouTube_listVideos;180;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;TN;0.7;1006;544;1550;10000;GPT-4o
YouTube_listVideos;181;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;TN;0.8;971;454;1425;10000;GPT-4o
YouTube_listVideos;182;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;TN;0.7;989;441;1430;10000;GPT-4o
YouTube_listVideos;183;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;TN;0.95;997;492;1489;50;GPT-4o
YouTube_listVideos;184;daikon.inv.binary.twoScalar.IntGreaterThan;TP;FP;FN;0.8;1011;476;1487;10000;GPT-4o
YouTube_listVideos;185;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;TN;0.8;1012;490;1502;10000;GPT-4o
YouTube_listVideos;186;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;TN;0.6;945;554;1499;10000;GPT-4o
YouTube_listVideos;187;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;TN;0.9;993;493;1486;10000;GPT-4o
YouTube_listVideos;188;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;TN;0.6;984;491;1475;10000;GPT-4o
YouTube_listVideos;189;daikon.inv.binary.twoScalar.IntGreaterThan;TP;FP;FN;0.9;1026;512;1538;10000;GPT-4o
YouTube_listVideos;190;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;TN;0.8;1022;503;1525;10000;GPT-4o
YouTube_listVideos;191;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;TN;0.75;1014;529;1543;10000;GPT-4o
YouTube_listVideos;192;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;TN;0.7;997;472;1469;10000;GPT-4o
YouTube_listVideos;193;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;TN;0.9;1048;460;1508;100;GPT-4o
YouTube_listVideos;194;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;TN;0.8;1053;530;1583;50;GPT-4o
YouTube_listVideos;195;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;TN;0.9;1052;518;1570;100;GPT-4o
YouTube_listVideos;196;daikon.inv.binary.twoScalar.IntLessThan;FP;FP;TN;0.8;926;515;1441;100;GPT-4o
YouTube_listVideos;197;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;TN;0.7;819;476;1295;50;GPT-4o
YouTube_listVideos;198;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;TN;0.8;821;528;1349;50;GPT-4o
YouTube_listVideos;199;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;TN;0.8;823;522;1345;50;GPT-4o
YouTube_listVideos;200;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;TP;FP;0.9;906;426;1332;100;GPT-4o
YouTube_listVideos;201;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;TN;0.7;910;501;1411;100;GPT-4o
YouTube_listVideos;202;daikon.inv.binary.twoScalar.IntEqual;TP;FP;FN;0.8;836;469;1305;10000;GPT-4o
YouTube_listVideos;203;daikon.inv.binary.twoScalar.IntEqual;FP;FP;TN;0.7;851;425;1276;100;GPT-4o
YouTube_listVideos;204;daikon.inv.binary.twoScalar.IntEqual;FP;FP;TN;0.8;875;450;1325;100;GPT-4o
YouTube_listVideos;205;daikon.inv.binary.twoScalar.IntEqual;FP;TP;FP;0.9;798;564;1362;100;GPT-4o
YouTube_listVideos;206;daikon.inv.unary.scalar.NonZero;TP;TP;TP;0.95;752;403;1155;10000;GPT-4o
YouTube_listVideos;207;daikon.inv.unary.sequence.EltNonZero;TP;TP;TP;0.95;762;507;1269;10000;GPT-4o
YouTube_listVideos;208;daikon.inv.unary.string.OneOfString;TP;TP;TP;1.0;681;429;1110;10000;GPT-4o
YouTube_listVideos;209;daikon.inv.unary.scalar.NonZero;TP;TP;TP;0.95;616;379;995;10000;GPT-4o
YouTube_listVideos;210;daikon.inv.unary.scalar.LowerBound;FP;TP;FP;0.95;714;445;1159;100;GPT-4o
YouTube_listVideos;211;daikon.inv.unary.scalar.LowerBound;FP;FP;TN;0.8;707;395;1102;100;GPT-4o
YouTube_listVideos;212;daikon.inv.unary.scalar.OneOfScalar;TP;TP;TP;0.95;625;415;1040;10000;GPT-4o
YouTube_listVideos;213;daikon.inv.unary.scalar.LowerBound;FP;FP;TN;0.8;819;435;1254;100;GPT-4o
YouTube_listVideos;214;daikon.inv.binary.sequenceString.MemberString;FP;FP;TN;0.9;662;479;1141;10000;GPT-4o
YouTube_listVideos;215;daikon.inv.binary.twoScalar.IntGreaterThan;TP;FP;FN;0.7;787;551;1338;10000;GPT-4o
YouTube_listVideos;216;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;TN;0.8;776;435;1211;100;GPT-4o
YouTube_listVideos;217;daikon.inv.binary.twoScalar.IntGreaterThan;TP;FP;FN;0.8;1126;553;1679;10000;GPT-4o
YouTube_listVideos;218;daikon.inv.binary.twoScalar.IntNonEqual;FP;TP;FP;0.95;829;546;1375;1000;GPT-4o
YouTube_listVideos;219;daikon.inv.binary.twoScalar.IntGreaterEqual;TP;TP;TP;0.95;1134;437;1571;10000;GPT-4o
YouTube_listVideos;220;daikon.inv.binary.twoScalar.IntGreaterThan;TP;FP;FN;0.7;798;525;1323;10000;GPT-4o
YouTube_listVideos;221;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;TN;0.9;788;499;1287;100;GPT-4o
YouTube_listVideos;222;daikon.inv.binary.twoScalar.IntGreaterThan;TP;FP;FN;0.7;1080;467;1547;10000;GPT-4o
YouTube_listVideos;223;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;TN;0.95;900;493;1393;50;GPT-4o
YouTube_listVideos;224;daikon.inv.binary.twoScalar.IntGreaterEqual;TP;TP;TP;0.95;1131;408;1539;10000;GPT-4o
YouTube_listVideos;225;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;TN;0.9;888;538;1426;50;GPT-4o
YouTube_listVideos;226;daikon.inv.binary.twoScalar.IntGreaterEqual;TP;TP;TP;0.95;1104;474;1578;10000;GPT-4o
YouTube_listVideos;227;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;TN;0.8;942;498;1440;50;GPT-4o
YouTube_listVideos;228;daikon.inv.unary.string.FixedLengthString;TP;TP;TP;1.0;717;360;1077;10000;GPT-4o
YouTube_listVideos;229;daikon.inv.unary.string.FixedLengthString;TP;TP;TP;0.95;712;452;1164;10000;GPT-4o
YouTube_listVideos;230;daikon.inv.unary.string.FixedLengthString;FP;FP;TN;0.95;700;425;1125;100;GPT-4o
YouTube_listVideos;231;daikon.inv.unary.stringsequence.SequenceFixedLengthString;TP;TP;TP;0.95;897;420;1317;10000;GPT-4o
YouTube_listVideos;232;daikon.inv.unary.stringsequence.SequenceFixedLengthString;TP;TP;TP;0.95;879;370;1249;10000;GPT-4o
YouTube_listVideos;233;daikon.inv.unary.string.FixedLengthString;TP;TP;TP;0.95;764;413;1177;10000;GPT-4o
YouTube_listVideos;234;daikon.inv.unary.string.FixedLengthString;TP;TP;TP;0.99;722;381;1103;10000;GPT-4o
YouTube_listVideos;235;daikon.inv.unary.string.FixedLengthString;TP;FP;FN;0.9;665;397;1062;10000;GPT-4o
YouTube_listVideos;236;daikon.inv.unary.string.FixedLengthString;TP;TP;TP;0.95;812;380;1192;10000;GPT-4o
YouTube_listVideos;237;daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm;TP;TP;TP;0.95;838;408;1246;10000;GPT-4o
YouTube_listVideos;238;daikon.inv.unary.string.FixedLengthString;TP;TP;TP;0.95;811;410;1221;10000;GPT-4o
YouTube_listVideos;239;daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm;TP;TP;TP;0.95;837;437;1274;10000;GPT-4o
YouTube_listVideos;240;daikon.inv.unary.string.FixedLengthString;TP;TP;TP;0.95;808;395;1203;10000;GPT-4o
YouTube_listVideos;241;daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm;TP;TP;TP;0.95;834;409;1243;10000;GPT-4o
YouTube_listVideos;242;daikon.inv.unary.string.IsNumeric;TP;TP;TP;0.95;710;448;1158;10000;GPT-4o
YouTube_listVideos;243;daikon.inv.unary.string.IsNumeric;TP;TP;TP;0.95;717;541;1258;10000;GPT-4o
YouTube_listVideos;244;daikon.inv.unary.string.FixedLengthString;TP;TP;TP;0.95;799;464;1263;10000;GPT-4o
YouTube_listVideos;245;daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm;TP;TP;TP;0.95;825;389;1214;10000;GPT-4o
YouTube_listVideos;246;daikon.inv.unary.string.IsNumeric;TP;TP;TP;0.95;731;437;1168;10000;GPT-4o
YouTube_listVideos;247;daikon.inv.unary.string.FixedLengthString;TP;TP;TP;0.95;821;378;1199;10000;GPT-4o
YouTube_listVideos;248;daikon.inv.unary.string.FixedLengthString;FP;FP;TN;0.95;732;421;1153;50;GPT-4o
YouTube_listVideos;249;daikon.inv.unary.string.FixedLengthString;TP;TP;TP;0.95;804;401;1205;10000;GPT-4o
YouTube_listVideos;250;daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm;TP;TP;TP;0.95;830;399;1229;10000;GPT-4o
YouTube_listVideos;251;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;875;374;1249;10000;GPT-4o
YouTube_listVideos;252;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;889;440;1329;10000;GPT-4o
YouTube_listVideos;253;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;890;438;1328;10000;GPT-4o
YouTube_listVideos;254;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;885;406;1291;10000;GPT-4o
YouTube_listVideos;255;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;879;354;1233;10000;GPT-4o
YouTube_listVideos;256;daikon.inv.unary.string.IsNumeric;TP;TP;TP;0.95;730;445;1175;10000;GPT-4o
YouTube_listVideos;257;daikon.inv.unary.string.FixedLengthString;FP;TP;FP;0.8;704;477;1181;10000;GPT-4o
YouTube_listVideos;258;daikon.inv.unary.string.IsNumeric;TP;TP;TP;0.95;698;473;1171;10000;GPT-4o
YouTube_listVideos;259;daikon.inv.unary.string.IsNumeric;TP;TP;TP;0.95;741;426;1167;10000;GPT-4o
YouTube_listVideos;260;daikon.inv.unary.string.IsNumeric;TP;TP;TP;0.95;732;440;1172;10000;GPT-4o
YouTube_listVideos;261;daikon.inv.unary.stringsequence.SequenceStringElementsAreUrl;TP;TP;TP;0.95;900;342;1242;10000;GPT-4o
YouTube_listVideos;262;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;706;389;1095;10000;GPT-4o
YouTube_listVideos;263;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;971;383;1354;10000;GPT-4o
YouTube_listVideos;264;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;973;377;1350;10000;GPT-4o
YouTube_listVideos;265;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;987;355;1342;10000;GPT-4o
YouTube_listVideos;266;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;978;515;1493;10000;GPT-4o
YouTube_listVideos;267;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;976;434;1410;10000;GPT-4o
YouTube_listVideos;268;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;694;445;1139;10000;GPT-4o
YouTube_listVideos;269;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.95;701;396;1097;10000;GPT-4o
YouTube_listVideos;270;daikon.inv.binary.twoString.StdString$SubString;FP;FP;TN;0.9;750;419;1169;100;GPT-4o
YouTube_listVideos;271;daikon.inv.unary.string.FixedLengthString;TP;TP;TP;0.95;747;350;1097;10000;GPT-4o
YouTube_listVideos;272;daikon.inv.unary.string.FixedLengthString;TP;TP;TP;1.0;651;408;1059;10000;GPT-4o
YouTube_listVideos;273;daikon.inv.unary.string.FixedLengthString;TP;TP;TP;0.95;699;359;1058;10000;GPT-4o
YouTube_listVideos;274;daikon.inv.unary.string.OneOfString;FP;FP;TN;0.95;895;469;1364;100;GPT-4o
YouTube_listVideos;275;daikon.inv.unary.string.OneOfString;FP;FP;TN;0.9;760;442;1202;100;GPT-4o
YouTube_listVideos;276;daikon.inv.unary.string.OneOfString;TP;FP;FN;0.95;793;409;1202;10000;GPT-4o
YouTube_listVideos;277;daikon.inv.unary.scalar.OneOfScalar;FP;FP;TN;0.9;825;509;1334;100;GPT-4o
YouTube_listVideos;278;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;TN;0.95;970;529;1499;1000;GPT-4o
YouTube_listVideos;279;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;TN;0.7;972;485;1457;1000;GPT-4o
YouTube_listVideos;280;daikon.inv.binary.sequenceString.MemberString;FP;FP;TN;0.95;872;421;1293;10000;GPT-4o
YouTube_listVideos;281;daikon.inv.binary.sequenceString.MemberString;FP;FP;TN;0.95;872;456;1328;1000;GPT-4o
YouTube_listVideos;282;daikon.inv.binary.sequenceString.MemberString;FP;FP;TN;0.7;808;520;1328;1000;GPT-4o
YouTube_listVideos;283;daikon.inv.binary.sequenceString.MemberString;FP;FP;TN;0.9;803;412;1215;500;GPT-4o
YouTube_listVideos;284;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;TN;0.7;937;474;1411;10000;GPT-4o
YouTube_listVideos;285;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;TN;0.7;980;471;1451;100;GPT-4o
YouTube_listVideos;286;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;TN;0.7;927;492;1419;10000;GPT-4o
YouTube_listVideos;287;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;TN;0.7;980;501;1481;100;GPT-4o
YouTube_listVideos;288;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;TN;0.9;980;482;1462;10000;GPT-4o
YouTube_listVideos;289;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;TN;0.9;980;544;1524;100;GPT-4o
YouTube_listVideos;290;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;TN;0.8;930;483;1413;10000;GPT-4o
YouTube_listVideos;291;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;TN;0.8;980;547;1527;100;GPT-4o
YouTube_listVideos;292;daikon.inv.binary.twoScalar.IntGreaterThan;FP;TP;FP;0.9;1020;471;1491;10000;GPT-4o
YouTube_listVideos;293;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;TN;0.9;963;549;1512;100;GPT-4o
YouTube_listVideos;294;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;TN;0.8;937;417;1354;10000;GPT-4o
YouTube_listVideos;295;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;TN;0.8;942;485;1427;10000;GPT-4o
YouTube_listVideos;296;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;TN;0.7;980;471;1451;100;GPT-4o
YouTube_listVideos;297;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;TN;0.7;959;649;1608;10000;GPT-4o
YouTube_listVideos;298;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;TN;0.7;928;462;1390;10000;GPT-4o
YouTube_listVideos;299;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;FP;TN;0.7;980;467;1447;100;GPT-4o
YouTube_listVideos;300;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;TN;0.7;951;514;1465;10000;GPT-4o
YouTube_listVideos;301;daikon.inv.binary.twoScalar.IntLessThan;FP;FP;TN;0.8;722;536;1258;100;GPT-4o
YouTube_listVideos;302;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;TN;0.7;1034;513;1547;100;GPT-4o
YouTube_listVideos;303;daikon.inv.binary.twoScalar.IntEqual;FP;FP;TN;0.8;745;433;1178;10000;GPT-4o
YouTube_listVideos;304;daikon.inv.binary.twoString.StringEqual;FP;FP;TN;0.9;735;499;1234;10000;GPT-4o
YouTube_listVideos;305;daikon.inv.binary.twoString.StringEqual;FP;FP;TN;0.9;742;431;1173;10000;GPT-4o
YouTube_listVideos;306;daikon.inv.binary.twoString.StringEqual;FP;FP;TN;0.9;746;385;1131;10000;GPT-4o
YouTube_listVideos;307;daikon.inv.unary.scalar.OneOfScalar;FP;FP;TN;0.9;734;452;1186;10000;GPT-4o
YouTube_listVideos;308;daikon.inv.unary.string.OneOfString;TP;TP;TP;1.0;746;389;1135;10000;GPT-4o
YouTube_listVideos;309;daikon.inv.unary.string.OneOfString;FP;FP;TN;0.9;771;461;1232;1000;GPT-4o
YouTube_listVideos;310;daikon.inv.unary.string.OneOfString;FP;FP;TN;0.7;735;429;1164;10000;GPT-4o
YouTube_listVideos;311;daikon.inv.unary.scalar.LowerBound;TP;FP;FN;0.8;882;404;1286;10000;GPT-4o
YouTube_listVideos;312;daikon.inv.unary.scalar.LowerBound;TP;FP;FN;0.95;864;401;1265;10000;GPT-4o
YouTube_listVideos;313;daikon.inv.binary.twoScalar.IntNonEqual;FP;TP;FP;0.95;863;491;1354;10000;GPT-4o
YouTube_listVideos;314;daikon.inv.binary.twoScalar.IntNonEqual;FP;TP;FP;0.95;861;602;1463;10000;GPT-4o
YouTube_listVideos;315;daikon.inv.binary.twoScalar.IntNonEqual;FP;TP;FP;0.95;868;563;1431;10000;GPT-4o
YouTube_listVideos;316;daikon.inv.binary.twoScalar.IntNonEqual;FP;TP;FP;0.95;862;573;1435;10000;GPT-4o
YouTube_listVideos;317;daikon.inv.binary.twoScalar.IntNonEqual;FP;TP;FP;0.95;863;571;1434;10000;GPT-4o
YouTube_listVideos;318;daikon.inv.binary.twoScalar.IntNonEqual;FP;TP;FP;0.95;863;570;1433;10000;GPT-4o
YouTube_listVideos;319;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;TN;0.8;949;484;1433;10000;GPT-4o
YouTube_listVideos;320;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;TN;0.85;995;493;1488;1000;GPT-4o
YouTube_listVideos;321;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;TN;0.8;997;504;1501;1000;GPT-4o
YouTube_listVideos;322;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;TN;0.9;974;515;1489;1000;GPT-4o
YouTube_listVideos;323;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;TN;0.9;973;531;1504;10000;GPT-4o
YouTube_listVideos;324;daikon.inv.binary.twoScalar.IntNonEqual;FP;TP;FP;0.95;874;435;1309;10000;GPT-4o
YouTube_listVideos;325;daikon.inv.binary.twoScalar.IntNonEqual;FP;TP;FP;0.95;874;494;1368;10000;GPT-4o
YouTube_listVideos;326;daikon.inv.binary.twoScalar.IntNonEqual;FP;TP;FP;0.95;874;527;1401;10000;GPT-4o
YouTube_listVideos;327;daikon.inv.binary.twoScalar.IntNonEqual;FP;TP;FP;0.95;874;523;1397;10000;GPT-4o
YouTube_listVideos;328;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;TN;0.7;873;509;1382;10000;GPT-4o
YouTube_listVideos;329;daikon.inv.binary.twoScalar.IntNonEqual;FP;TP;FP;0.95;873;545;1418;10000;GPT-4o
YouTube_listVideos;330;daikon.inv.binary.twoScalar.IntNonEqual;FP;TP;FP;0.95;874;505;1379;10000;GPT-4o
YouTube_listVideos;331;daikon.inv.binary.twoScalar.IntNonEqual;FP;TP;FP;0.95;874;592;1466;10000;GPT-4o
YouTube_listVideos;332;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;TN;0.8;909;482;1391;10000;GPT-4o
YouTube_listVideos;333;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;TN;0.9;925;554;1479;10000;GPT-4o
YouTube_listVideos;334;daikon.inv.binary.sequenceString.MemberString;FP;FP;TN;0.95;872;453;1325;10000;GPT-4o
YouTube_listVideos;335;daikon.inv.binary.sequenceString.MemberString;FP;FP;TN;0.95;827;448;1275;10000;GPT-4o
YouTube_listVideos;336;daikon.inv.binary.sequenceString.MemberString;FP;FP;TN;0.95;818;429;1247;10000;GPT-4o
YouTube_listVideos;337;daikon.inv.binary.sequenceString.MemberString;FP;FP;TN;0.95;872;488;1360;1000;GPT-4o
YouTube_listVideos;338;daikon.inv.binary.sequenceString.MemberString;FP;FP;TN;0.95;827;506;1333;10000;GPT-4o
YouTube_listVideos;339;daikon.inv.binary.sequenceString.MemberString;FP;FP;TN;0.95;818;514;1332;10000;GPT-4o
YouTube_listVideos;340;daikon.inv.binary.sequenceString.MemberString;FP;FP;TN;0.7;763;439;1202;10000;GPT-4o
YouTube_listVideos;341;daikon.inv.binary.sequenceString.MemberString;FP;FP;TN;0.9;759;403;1162;1000;GPT-4o
YouTube_listVideos;342;daikon.inv.binary.sequenceString.MemberString;FP;FP;TN;0.8;754;454;1208;10000;GPT-4o
YouTube_listVideos;343;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;TN;0.8;1011;530;1541;10000;GPT-4o
YouTube_listVideos;344;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;TN;0.9;1013;452;1465;10000;GPT-4o
YouTube_listVideos;345;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;TN;0.8;1026;481;1507;10000;GPT-4o
YouTube_listVideos;346;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;TN;0.9;1028;461;1489;10000;GPT-4o
YouTube_listVideos;347;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;TN;0.7;993;514;1507;10000;GPT-4o
YouTube_listVideos;348;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;TN;0.9;1018;456;1474;10000;GPT-4o
YouTube_listVideos;349;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;TN;0.8;1020;495;1515;10000;GPT-4o
YouTube_listVideos;350;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;TN;0.7;981;477;1458;10000;GPT-4o
YouTube_listVideos;351;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;TN;0.7;987;497;1484;10000;GPT-4o
YouTube_listVideos;352;daikon.inv.binary.twoScalar.IntGreaterThan;FP;TP;FP;0.75;1023;498;1521;10000;GPT-4o
YouTube_listVideos;353;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;TN;0.7;1024;485;1509;10000;GPT-4o
YouTube_listVideos;354;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;TN;0.6;989;443;1432;10000;GPT-4o
YouTube_listVideos;355;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;TN;0.9;1021;520;1541;10000;GPT-4o
YouTube_listVideos;356;daikon.inv.binary.sequenceString.MemberString;FP;FP;TN;0.9;750;440;1190;10000;GPT-4o
YouTube_listVideos;357;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;TN;0.9;953;437;1390;500;GPT-4o
YouTube_listVideos;358;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;TN;0.9;898;469;1367;1000;GPT-4o
YouTube_listVideos;359;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;TN;0.7;869;512;1381;1000;GPT-4o
YouTube_listVideos;360;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;TN;0.8;994;409;1403;10000;GPT-4o
YouTube_listVideos;361;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;TN;0.7;1027;473;1500;10000;GPT-4o
YouTube_listVideos;362;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;TN;0.8;1036;476;1512;500;GPT-4o
YouTube_listVideos;363;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;TN;0.9;1031;525;1556;10000;GPT-4o
YouTube_listVideos;364;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;TN;0.7;954;480;1434;500;GPT-4o
YouTube_listVideos;365;daikon.inv.binary.twoScalar.IntNonEqual;FP;TP;FP;0.95;778;471;1249;1000;GPT-4o
YouTube_listVideos;366;daikon.inv.binary.twoScalar.IntNonEqual;FP;TP;FP;0.95;791;479;1270;10000;GPT-4o
YouTube_listVideos;367;daikon.inv.binary.twoScalar.IntLessEqual;TP;TP;TP;0.95;873;372;1245;10000;GPT-4o
YouTube_listVideos;368;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;TP;FP;0.9;890;606;1496;1000;GPT-4o
YouTube_listVideos;369;daikon.inv.binary.twoScalar.IntLessEqual;TP;TP;TP;0.95;919;455;1374;10000;GPT-4o
YouTube_listVideos;370;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;TP;FP;0.9;900;468;1368;1000;GPT-4o
YouTube_listVideos;371;daikon.inv.binary.twoScalar.IntGreaterEqual;TP;TP;TP;0.95;1108;398;1506;10000;GPT-4o
YouTube_listVideos;372;daikon.inv.binary.twoScalar.IntLessEqual;FP;TP;FP;0.95;1109;398;1507;1000;GPT-4o
YouTube_listVideos;373;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;TP;FP;0.95;1112;452;1564;10000;GPT-4o
YouTube_listVideos;374;daikon.inv.unary.string.FixedLengthString;TP;TP;TP;0.95;1060;378;1438;10000;GPT-4o
YouTube_listVideos;375;daikon.inv.unary.string.IsNumeric;TP;TP;TP;0.95;807;435;1242;10000;GPT-4o
YouTube_listVideos;376;daikon.inv.binary.twoString.StdString$SubString;FP;FP;TN;0.7;834;500;1334;1000;GPT-4o
YouTube_listVideos;377;daikon.inv.binary.twoScalar.IntEqual;FP;FP;TN;0.9;738;507;1245;1000;GPT-4o
YouTube_listVideos;378;daikon.inv.binary.twoScalar.IntEqual;TP;FP;FN;0.7;733;459;1192;10000;GPT-4o
YouTube_listVideos;379;daikon.inv.binary.twoScalar.IntEqual;FP;FP;TN;0.2;764;466;1230;1000;GPT-4o
YouTube_listVideos;380;daikon.inv.unary.string.OneOfString;TP;FP;FN;0.9;778;449;1227;10000;GPT-4o
